review;;
"1447136297752023048	1447136297752023048	2021-10-10 16:45:54 SE Asia Standard Time	2021-10-10	16:45:54	+0700	2392460208	jawapos	Jawa Pos		Pemkot Surabaya Siapkan Skema Gerakkan Ekonomi Pekerja Seni  https://t.co/tYSZ8uFFa8	in	[]	['https://www.jawapos.com/surabaya/10/10/2021/pemkot-surabaya-siapkan-skema-gerakkan-ekonomi-pekerja-seni/']	[]	0	0	0	[]	[]	https://twitter.com/jawapos/status/1447136297752023048	False		0								[]				";,,,,,,,,,,;
"1447111927235293188	1447111927235293188	2021-10-10 15:09:04 SE Asia Standard Time	2021-10-10	15:09:04	+0700	4110696072	memontum_online	Memontum Online		Pemkot Surabaya Siapkan Skema Pemulihan Ekonomi UMKM dan Pekerja Seni  https://t.co/RfyPbTn3Oi	in	[]	['https://memontum.com/155565-pemkot-surabaya-siapkan-skema-pemulihan-ekonomi-umkm-dan-pekerja-seni']	[]	0	0	0	[]	[]	https://twitter.com/memontum_online/status/1447111927235293188	False		0								[]				";,,,,,,,,,,;
"1447108900679938049	1447108900679938049	2021-10-10 14:57:02 SE Asia Standard Time	2021-10-10	14:57:02	+0700	79130206	jpnncom	JPNN.com		Pemerintah Kota Surabaya akan membuat skema untuk menggerakkan ekonomi pekerja seni di wilayah itu. #Surabaya  https://t.co/VfGWtLm5mr	in	[]	['https://m.jpnn.com/news/skema-ini-dibidik-jadi-penggerak-ekonomi-surabaya']	[]	0	0	2	['surabaya']	[]	https://twitter.com/jpnncom/status/1447108900679938049	False		0								[]				";,,,,,,,,,,;
"1447100485043847172	1447100485043847172	2021-10-10 14:23:36 SE Asia Standard Time	2021-10-10	14:23:36	+0700	902837643024539651	medcom_id	MedcomID		Pemkot Surabaya Siap Gerakkan Ekonomi Pekerja Seni  https://t.co/ilY9qeWu4T	in	[]	['https://medcom.id/s/0Kvgye9N']	[]	0	0	1	[]	[]	https://twitter.com/medcom_id/status/1447100485043847172	False		0								[]				";,,,,,,,,,,;
"1447092615715823627	1447092606094036996	2021-10-10 13:52:19 SE Asia Standard Time	2021-10-10	13:52:19	+0700	153407983	pdi_perjuangan	PDI Perjuangan		Adi mengatakan konsentrasi Pemkot Surabaya saat ini adalah percepatan penanganan pandemi Covid-19 dan pemulihan ekonomi. Untuk itu, lanjut dia, keterlibatan ormas di Surabaya sangat dibutuhkan untuk membantu penanganan pandemi.  #PDIPerjuangan  #SolidBergerak	in	[]	[]	[]	1	0	1	['pdiperjuangan', 'solidbergerak']	[]	https://twitter.com/PDI_Perjuangan/status/1447092615715823627	False		0								[]				;,,,,,,,,,,";;
"1447092606094036996	1447092606094036996	2021-10-10 13:52:17 SE Asia Standard Time	2021-10-10	13:52:17	+0700	153407983	pdi_perjuangan	PDI Perjuangan		Atasi Pandemi dan Pemulihan Ekonomi, Adi Sutarwijono: Butuh Keterlibatan Ormas  Ketua DPRD Kota Surabaya Adi Sutarwijono minta ormas Arek Jogoboyo menularkan rasa cinta kepada sesama.  #PDIPerjuangan  #SolidBergerak  https://t.co/dcqYZ0MkyQ	in	[]	[]	['https://pbs.twimg.com/media/FBUbDMtVkAI_7yd.jpg', 'https://pbs.twimg.com/media/FBUbDkeVcAcsJ4A.jpg']	8	1	9	['pdiperjuangan', 'solidbergerak']	[]	https://twitter.com/PDI_Perjuangan/status/1447092606094036996	False		1	https://pbs.twimg.com/media/FBUbDMtVkAI_7yd.jpg							[]				;,,,,,,,,,,";;
"1447077592528572416	1447077592528572416	2021-10-10 12:52:38 SE Asia Standard Time	2021-10-10	12:52:38	+0700	1441280439251980300	portalsdadotcom	Portal Sidoarjo		Pemkot Surabaya Siapkan Skema Gerakkan Ekonomi Pekerja Seni  https://t.co/aw3S14O4vc	in	[]	['https://portalsidoarjo.com/2021/10/10/pemkot-surabaya-siapkan-skema-gerakkan-ekonomi-pekerja-seni.html']	[]	0	0	0	[]	[]	https://twitter.com/PortalSDAdotcom/status/1447077592528572416	False		0								[]				";,,,,,,,,,,;
"1447075497553195011	1447075497553195011	2021-10-10 12:44:18 SE Asia Standard Time	2021-10-10	12:44:18	+0700	2392460208	jawapos	Jawa Pos		Pemkot Surabaya Siapkan Skema Gerakkan Ekonomi Pekerja Seni  https://t.co/T8pr3XXueA	in	[]	['https://radarsurabaya.jawapos.com/surabaya/10/10/2021/pemkot-surabaya-siapkan-skema-gerakkan-ekonomi-pekerja-seni/']	[]	0	0	0	[]	[]	https://twitter.com/jawapos/status/1447075497553195011	False		0								[]				";,,,,,,,,,,;
"1447042940216307716	1447042940216307716	2021-10-10 10:34:56 SE Asia Standard Time	2021-10-10	10:34:56	+0700	3178160455	banggasurabaya	Humas Kota Surabaya		Toko kelontong merupakan salah satu penggerak ekonomi lokal. Semakin kuat UMKM dan toko kelontong, akan semakin cepat terjadinya pemulihan ekonomi akibat Covid-19.  Ayo #BangkitSerentak bersama Komunitas Toko Kelontong Masa Kini untuk memajukan ekonomi Surabaya!  https://t.co/v5NaWeUrR2	in	[]	[]	[]	3	4	6	['bangkitserentak']	[]	https://twitter.com/BanggaSurabaya/status/1447042940216307716	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1447042868707688454/pu/img/VmpgmMKSH_HcKBiR.jpg							[]				;,,,,,,,,,,";;
"1447035298982993923	1447035298982993923	2021-10-10 10:04:34 SE Asia Standard Time	2021-10-10	10:04:34	+0700	2392460208	jawapos	Jawa Pos		Sinergi Antardinas untuk Bangkitkan Ekonomi Surabaya  https://t.co/Mj2Vy5r1lu	in	[]	['https://www.jawapos.com/surabaya/10/10/2021/sinergi-antardinas-untuk-bangkitkan-ekonomi-surabaya/']	[]	0	0	0	[]	[]	https://twitter.com/jawapos/status/1447035298982993923	False		0								[]				";,,,,,,,,,,;
"1447026873842618370	1447026873842618370	2021-10-10 09:31:05 SE Asia Standard Time	2021-10-10	09:31:05	+0700	1413176894837583877	zona_raya	Zona SurabayaRaya		Pemulihan Ekonomi, Pemkot Surabaya Siap Gelar Pameran Untuh Hari Pahlawan  https://t.co/n3TQl1MMJY	in	[]	['https://zonasurabayaraya.pikiran-rakyat.com/metrolife/pr-1852769447/pemulihan-ekonomi-pemkot-surabaya-siap-gelar-pameran-untuh-hari-pahlawan']	[]	0	0	0	[]	[]	https://twitter.com/zona_raya/status/1447026873842618370	False		0								[]				;,,,,,,,,,,";;
"1447014516659613696	1447014516659613696	2021-10-10 08:41:59 SE Asia Standard Time	2021-10-10	08:41:59	+0700	1346744752746610688	taniaangelia6	Tania Angelia		""""""Surabaya adalah salah satu pintu gerbang Indonesia Timur. Sehingga diharapkan dengan adanya vaksinasi ini, arus lalu lintas dan transportasi bisa segera pulih dan kembali menggerakkan roda ekonomi Jawa Timur dan Indonesia,” kata Rois""	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/TaniaAngelia6/status/1447014516659613696	False		0								[]				;,,,,,,,,,,";;
"1446848709698875392	1446848709698875392	2021-10-09 21:43:08 SE Asia Standard Time	2021-10-09	21:43:08	+0700	1008885101944422405	detiknewsdotid	DetikNews.ID		OJK Regional 4 Bangun Gedung Kantor Surabaya, Perkuat Ekonomi Daerah -  https://t.co/rfqzi0dMx9  https://t.co/PTtlKFpC32	in	[]	['https://detiknews.id/ekonomi-bisnis/ojk-regional-4-bangun-gedung-kantor-surabaya-perkuat-ekonomi-daerah/']	['https://pbs.twimg.com/media/FBQ9O9cVEAY2FQi.jpg']	0	0	0	[]	[]	https://twitter.com/DetikNewsDotID/status/1446848709698875392	False		1	https://pbs.twimg.com/media/FBQ9O9cVEAY2FQi.jpg							[]				;,,,,,,,,,,";;
"1446808572474454016	1446701472284958723	2021-10-09 19:03:38 SE Asia Standard Time	2021-10-09	19:03:38	+0700	19759844	hotradero	Poltak Hotradero		@wcksnynwa Semarang dari dulu kota perdagangan, sehingga fungsi ekonomi lebih dominan.   Di Semarang pula sempat ada Bursa Saham ketiga di Hindia Belanda, setelah Batavia dan Surabaya.	in	[]	[]	[]	0	9	18	[]	[]	https://twitter.com/hotradero/status/1446808572474454016	False		0								[{'screen_name': 'wcksnynwa', 'name': 'vamos, jürgen!', 'id': '76965635'}]				;,,,,,,,,,,";;
"1446658375446458378	1446658375446458378	2021-10-09 09:06:48 SE Asia Standard Time	2021-10-09	09:06:48	+0700	1368757331945611267	sindikatwartaw1	Sindikat Wartawan Indonesia		Kemendagri Kerja Sama dengan Pertamina Hadirkan Program Pertashop Bangkitkan Ekonomi Desa  https://t.co/azpi6FFljC via @Media Surabaya Kota	in	[{'screen_name': 'media', 'name': '🎅', 'id': '980642661169328128'}]	['https://surabayakota.id/2021/10/08/kemendagri-kerja-sama-dengan-pertamina-hadirkan-program-pertashop-bangkitkan-ekonomi-desa/']	[]	0	0	0	[]	[]	https://twitter.com/SindikatWartaw1/status/1446658375446458378	False		0								[]				;,,,,,,,,,,";;
"1446655724612816900	1446655724612816900	2021-10-09 08:56:16 SE Asia Standard Time	2021-10-09	08:56:16	+0700	1420703867663122434	nmaudiya	Ninda Maudiya		""""""Surabaya adalah salah satu pintu gerbang Indonesia Timur. Sehingga diharapkan dengan adanya vaksinasi ini, arus lalu lintas dan transportasi bisa segera pulih dan kembali menggerakkan roda ekonomi Jawa Timur dan Indonesia,” kata Rois""	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/NMaudiya/status/1446655724612816900	False		0								[]				;,,,,,,,,,,";;
"1446465657944649729	1446465657944649729	2021-10-08 20:21:01 SE Asia Standard Time	2021-10-08	20:21:01	+0700	1280287525219692545	negesindonesia	Negesindonesia.com		3 Pilar Bersinergi Laksanakan Herd Imunitas Warga Sehat, Ekonomi Surabaya Barat Kembali Pulih dan Bangkit  https://t.co/5zhSyQ1xw5	in	[]	['https://negesindonesia.com/vaksinasi/3-pilar-bersinergi-laksanakan-herd-imunitas-warga-sehat-ekonomi-surabaya-barat-kembali-pulih-dan-bangkit/']	[]	0	0	0	[]	[]	https://twitter.com/negesindonesia/status/1446465657944649729	False		0								[]				;,,,,,,,,,,";;
"1446423966764060676	1446323060051644421	2021-10-08 17:35:21 SE Asia Standard Time	2021-10-08	17:35:21	+0700	148773821	sayidridho	Parrhesiastes 🇮🇩		@millenialtwit Kenangan langsg kebawa ke tahun 2002. Lepas Aliyah diterima di Unesa, Surabaya. Berangkat dari Sta. Jatinegara berbekal tiket Rp. 32.000 naek kereta kelas ekonomi. Lupa nama keretanya. Baru dpt tempat duduk di Sta. Lamongan setelah semalem nya ndeprok dibawah di sambungan kereta.	in	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/SayidRidho/status/1446423966764060676	False		0								[{'screen_name': 'millenialtwit', 'name': 'Misykat Litera', 'id': '3087803490'}]				;,,,,,,,,,,";;
"1446110983743705092	1445986443235577856	2021-10-07 20:51:40 SE Asia Standard Time	2021-10-07	20:51:40	+0700	78954109	riza_ajir	Jedi-Sith😇😈		@bibi_lung1 Kereta th'90an kelas ekonomi dg bangku 90°, gelar tiker kalau mau selonjoran.😂  Sekitar th'92/93 Jakarta-Bali gank kami bersebelas naik kereta kelas ekonomi dr Gambir ke Surabaya biar seru, lanjut nyebrang Ketapang-Gilimanuk naik ferry.  Awalnya ada niat ngompreng truck malah.🤗  https://t.co/djwRb2PhHN	in	[]	[]	['https://pbs.twimg.com/media/FBGeOyPUYAc7vs2.jpg']	0	0	0	[]	[]	https://twitter.com/riza_ajir/status/1446110983743705092	False		1	https://pbs.twimg.com/media/FBGeOyPUYAc7vs2.jpg							[{'screen_name': 'bibi_lung1', 'name': 'Natalie Cristine (bibi lung)', 'id': '1426939960964222981'}]				;,,,,,,,,,,";;
"1445999885572927490	1445999885572927490	2021-10-07 13:30:12 SE Asia Standard Time	2021-10-07	13:30:12	+0700	1430308600392536064	candasyg4	Sik asik		Halo everyone   Kalau capek jangan minta nikah ya tapi istirahat Perkenalkan saya  Siti nur hidayah Dari fakultas ekonomi Program studi manajemen Di universitas terbuka upbjj Surabaya Saya siap mengikuti semua program mahasiswa baru  Salam kenal semua  https://t.co/42jM2kXBFO	in	[]	[]	['https://pbs.twimg.com/media/FBE5OrIVIAMfGai.jpg']	0	0	1	[]	[]	https://twitter.com/candasyg4/status/1445999885572927490	False		1	https://pbs.twimg.com/media/FBE5OrIVIAMfGai.jpg							[]				";,,,,,,,,,,;
"1445960510189412354	1445960510189412354	2021-10-07 10:53:44 SE Asia Standard Time	2021-10-07	10:53:44	+0700	84328039	tv9nusantara	TV9 NUsantara		""""""Bangkit dari Pandemi, Bersama Pulihkan Ekonomi""""  #Talkshow #RuangPublik siang  ini pukul 13.00 WIB bersama wakil ketua komisi A @DPRD_Surabaya Camelia Habiba, S.E.   Live hanya di #TV9NUsantara don't miss it!  https://t.co/irEb5A0wp5""	in	[{'screen_name': 'dprd_surabaya', 'name': 'dprd kota surabaya', 'id': '2962496275'}]	[]	['https://pbs.twimg.com/media/FBEVSQ0VQAAxvYI.jpg']	0	0	4	['talkshow', 'ruangpublik', 'tv9nusantara']	[]	https://twitter.com/TV9NUsantara/status/1445960510189412354	False		1	https://pbs.twimg.com/media/FBEVSQ0VQAAxvYI.jpg							[]				;,,,,,,,,,,";;
"1445940532228726784	1445919584184266752	2021-10-07 09:34:21 SE Asia Standard Time	2021-10-07	09:34:21	+0700	516165629	kai121	Kereta Api Indonesia		@yuantafebri Tiket dengan #TarifKhusus rute Surabaya Gubeng-Jember, saat ini tersedia dengan KA #Ranggajati dan #Wijayakusuma. Tarifnya sebesar 100rb (Eksekutif), 80rb (Bisnis) dan 65rb (Ekonomi). Pengecekan jadwal, ketersediaan dan tarif dapat dilakukan via aplikasi #KAIAccess ya. Trims.	in	[]	[]	[]	0	0	0	['tarifkhusus', 'ranggajati', 'wijayakusuma', 'kaiaccess']	[]	https://twitter.com/KAI121/status/1445940532228726784	False		0								[{'screen_name': 'yuantafebri', 'name': 'Yuanta Febry', 'id': '46352488'}]				;,,,,,,,,,,";;
"1445928482031108098	1445919584184266752	2021-10-07 08:46:28 SE Asia Standard Time	2021-10-07	08:46:28	+0700	516165629	kai121	Kereta Api Indonesia		@yuantafebri Selamat pagi Kak. Tersedia tarif khusus KA #Wijayakusuma rute Jombang-Surabaya Gubeng dengan tarif 40.000 (Eksekutif) dan 20.000 (Ekonomi) ya. |1	in	[]	[]	[]	0	0	0	['wijayakusuma']	[]	https://twitter.com/KAI121/status/1445928482031108098	False		0								[{'screen_name': 'yuantafebri', 'name': 'Yuanta Febry', 'id': '46352488'}]				;,,,,,,,,,,";;
"1445740083504574472	1445259500273876992	2021-10-06 20:17:51 SE Asia Standard Time	2021-10-06	20:17:51	+0700	159313687	dictaaca	BeCheA		@KAI121 saya cek di app pt.kai kok tidak ada yg ekonomi ya untuk keberangkatan antar kota (misal dari malang ke surabaya) mohon bantuannya 🙏	in	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/DictaaCA/status/1445740083504574472	False		0								[{'screen_name': 'KAI121', 'name': 'Kereta Api Indonesia', 'id': '516165629'}]				;,,,,,,,,,,";;
"1445688022234587137	1445688022234587137	2021-10-06 16:50:58 SE Asia Standard Time	2021-10-06	16:50:58	+0700	1378861912113307648	xiaojunrare	rara patty 🦀		terkadang hidup itu keras kepala sekolah untuk mengizinkan lapangan bulu mata palsu dan kecepatan memiliki definisi ringkasan data kuliah di jurusan akuntansi fakultas ekonomi universitas Surabaya kerja bakti pagi yang cerah untuk jiwa yang sepi	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/xiaojunrare/status/1445688022234587137	False		0								[]				";,,,,,,,,,,;
"1445610139096997893	1445610139096997893	2021-10-06 11:41:29 SE Asia Standard Time	2021-10-06	11:41:29	+0700	1376857556228829190	forjsim	hadid		1. gak ngerti pokok deket rshu 2. iki mboh mall apa lupa 3. delta plaza surabaya dkt monkasel ??? mboh 4. fakultas ekonomi &amp;"" bisnis unair  https://t.co/8eEAGcFBTl	in	[]	[]	['https://pbs.twimg.com/media/FA_WcVgVcAcCAIt.jpg',https://pbs.twimg.com/media/FA_WiwIVEAcNx8j.jpg',https://pbs.twimg.com/media/FA_WrfbVQAEAM6J.jpg',""https://pbs.twimg.com/media/FA_Wu8jVUAoZwvW.jpg']	0	0	0	[]	[]	https://twitter.com/forjsim/status/1445610139096997893	False	https://twitter.com/convomf/status/1445602285954863106	1	https://pbs.twimg.com/media/FA_WcVgVcAcCAIt.jpg							[]				"""""",,,,,,,";;
"1445605745303515138	1445605745303515138	2021-10-06 11:24:02 SE Asia Standard Time	2021-10-06	11:24:02	+0700	3002773092	antarajatimcom	Antara Jatim		Pemerintah Surabaya diminta lebih fokus pemulihan ekonomi saat pandemi pascadisahkannya Perubahan Anggaran Pendapatan Belanja Daerah (P-APBD) Kota Surabaya Tahun 2021 menjadi Rp8,9 triliun.   https://t.co/qAnM9mxKrf	in	[]	['https://jatim.antaranews.com/berita/532525/pemkot-surabaya-diminta-lebih-fokus-pemulihan-ekonomi-saat-pandemi']	[]	0	0	0	[]	[]	https://twitter.com/antarajatimcom/status/1445605745303515138	False		0								[]				;,,,,,,,,,,";;
"1445599553252511747	1445599553252511747	2021-10-06 10:59:26 SE Asia Standard Time	2021-10-06	10:59:26	+0700	1361142456427769867	dewirahelia	Rahelia Dewi		Pemprov Jatim mlakukan kegiatan webinar bertajuk Penguatan Literasi Ekonomi &amp;"" Keuangan Syariah dlam mndkung Strategi Nasional Keuangan,""di Ruang krj di Gedung Negara Grahadi Surabaya	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/DewiRahelia/status/1445599553252511747	False		0								[]				"""""",,,,,,,,,";;
"1445572681324109844	1445572681324109844	2021-10-06 09:12:39 SE Asia Standard Time	2021-10-06	09:12:39	+0700	1368757331945611267	sindikatwartaw1	Sindikat Wartawan Indonesia		RUU Ekonomi Syariah  Diharapkan Dapat Menjadi Udara Segar Untuk Keadilan Ekonomi Nasional  https://t.co/EwS1UMHhDu via @Media Surabaya Kota	in	[{'screen_name': 'media', 'name': '🎅', 'id': '980642661169328128'}]	['https://surabayakota.id/2021/10/05/ruu-ekonomi-syariah-diharapkan-dapat-menjadi-udara-segar-untuk-keadilan-ekonomi-nasional/']	[]	0	0	0	[]	[]	https://twitter.com/SindikatWartaw1/status/1445572681324109844	False		0								[]				;,,,,,,,,,,";;
"1445529294361415680	1445529294361415680	2021-10-06 06:20:15 SE Asia Standard Time	2021-10-06	06:20:15	+0700	1388065953833906176	rusfien	Taufik Rusfien		Pemprov Jatim melakukan kegiatan webinar bertajuk Penguatan Literasi Ekonomi dan Keuangan Syariah Dalam Mendukung Strategi Nasional Keuangan, di Ruang Kerja di Gedung Negara Grahadi Surabaya	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/rusfien/status/1445529294361415680	False		0								[]				;,,,,,,,,,,";;
"1445520424100671488	1445520424100671488	2021-10-06 05:45:00 SE Asia Standard Time	2021-10-06	05:45:00	+0700	255866913	hariankompas	Harian Kompas		Indonesia International Motor Show (IIMS) akan digelar di Surabaya dengan konsep hibrida. Hajatan ini disambut positif industri otomotif dengan harapan dapat melanjutkan pemulihan ekonomi di Surabaya dan Jatim secara umum. #GayaHidup #AdadiKompas @s03bro    https://t.co/NQKfNcWcxf	in	[{'screen_name': 's03bro', 'name': 'ambrosius manumoyoso', 'id': '43059019'}]	['https://www.kompas.id/baca/gaya-hidup/2021/10/05/surabaya-bersiap-untuk-iims-2021/?utm_source=medsos_twitter&utm_medium=link']	[]	0	0	1	['gayahidup', 'adadikompas']	[]	https://twitter.com/hariankompas/status/1445520424100671488	False		0								[]				;,,,,,,,,,,";;
"1445508790959312906	1445508790959312906	2021-10-06 04:58:46 SE Asia Standard Time	2021-10-06	04:58:46	+0700	1152437175587241985	sbyfess	🦈 SUROBOYOFESS 🐊		Titipan -rek Bus Ekonomi Surabaya-jogja apa masih beroprasi?	in	[]	[]	[]	5	0	4	[]	[]	https://twitter.com/sbyfess/status/1445508790959312906	False		0								[]				";,,,,,,,,,,;
"1445489571626557443	1445487902134190081	2021-10-06 03:42:24 SE Asia Standard Time	2021-10-06	03:42:24	+0700	2500548260	aziisyahputra	Aziiz Syahputra		saya sebagai orang asli Suroboyo, kadang juga sangat malu, sebagai kota terbesar dr segala aspek di Indonesia setelah Jakarta, Transportasi surabaya benar2 sangat jauh dari kata Layak, padahal Ekonomi Surabaya sangat amat besar dibawah Singapore, Jakarta, Bangkok, KL, Manila.	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/aziisyahputra/status/1445489571626557443	False		0								[]				;,,,,,,,,,,";;
"1445320925805625350	1445320925805625350	2021-10-05 16:32:16 SE Asia Standard Time	2021-10-05	16:32:16	+0700	1429046413481046021	indrajatimcom	indrajatim.com		Wali Kota Surabaya Eri Cahyadi meminta camat dan lurah memberikan kelonggaran bagi para pedagang berjualan keliling sebagai upaya pemulihan ekonomi saat pandemi COVID-19.  #ericahyadi #walikotasurabaya #walikota #ekonomi #Covid_19   https://t.co/Ko5t280jbP	in	[]	['https://indrajatim.com/berita/detail/camat-lurah-di-surabaya-diminta-walikota-untuk-beri-kelonggaran-bagi-pedagang']	[]	0	0	0	['ericahyadi', 'walikotasurabaya', 'walikota', 'ekonomi', 'covid_19']	[]	https://twitter.com/indrajatimcom/status/1445320925805625350	False		0								[]				;,,,,,,,,,,";;
"1445242712496775168	1445242712496775168	2021-10-05 11:21:28 SE Asia Standard Time	2021-10-05	11:21:28	+0700	1055557358	primaradiosby_	Prima Radio Surabaya		Percepat Pemulihan Ekonomi, BUMD Pemkot Surabaya Kucurkan Pinjaman Modal Usaha untuk UMKM  https://t.co/dnMuqSlrN6	in	[]	['https://primaradio.co.id/percepat-pemulihan-ekonomi-bumd-pemkot-surabaya-kucurkan-pinjaman-modal-usaha-untuk-umkm/']	[]	0	0	0	[]	[]	https://twitter.com/primaradiosby_/status/1445242712496775168	False		0								[]				;,,,,,,,,,,";;
"1445165558157103109	1445165558157103109	2021-10-05 06:14:53 SE Asia Standard Time	2021-10-05	06:14:53	+0700	3002773092	antarajatimcom	Antara Jatim		Wali Kota Surabaya Eri Cahyadi meminta camat dan lurah memberikan kelonggaran bagi para pedagang berjualan keliling sebagai upaya pemulihan ekonomi saat pandemi COVID-19.   https://t.co/zq65Fzadjg	in	[]	['https://jatim.antaranews.com/berita/531993/wali-kota-surabaya-minta-camat-lurah-beri-kelonggaran-pedagang-berjualan']	[]	0	0	0	[]	[]	https://twitter.com/antarajatimcom/status/1445165558157103109	False		0								[]				";,,,,,,,,,,;
"1445020134389653508	1445020134389653508	2021-10-04 20:37:01 SE Asia Standard Time	2021-10-04	20:37:01	+0700	1436358609089167364	news_pantau	News Pantau		*Walikota Eri : Luncurkan Program PUSPITA Untuk Bangkitkan Ekonomi Kota Surabaya*    https://t.co/TZtLxS9hqU	in	[]	['https://www.news-pantau.com/2021/10/walikota-eri-luncurkan-program-puspita.html']	[]	1	1	1	[]	[]	https://twitter.com/news_pantau/status/1445020134389653508	False		0								[]				";,,,,,,,,,,;
"1447321048358084610	1447321048358084610	2021-10-11 05:00:02 SE Asia Standard Time	2021-10-11	05:00:02	+0700	966983910788759553	genpi_co	GenPI.co		Bupati Jember Hendy Siswanto berharap adanya Jatim Fair Hybrid 2021 di surabaya bisa menjadi ajang kebangkitan ekonomi daerahnya, di tengah pandemi Covid-19. #JatimFair  https://t.co/TxijxtMzQo	in	[]	['https://jatim.genpi.co/ekonomi/7600/jatim-fair-ajang-kebangkitan-ekonomi-jember']	[]	0	0	0	['jatimfair']	[]	https://twitter.com/Genpi_Co/status/1447321048358084610	False		0								[]				;,,,,,,,,,,";;
"1447266202150060036	1447266202150060036	2021-10-11 01:22:06 SE Asia Standard Time	2021-10-11	01:22:06	+0700	3002773092	antarajatimcom	Antara Jatim		""Bupati Jember Hendy Siswanto berharap kegiatan """"Jatim Fair Hybrid 2021"""" di Surabaya menjadi momentum kebangkitan ekonomi di Kabupaten Jember di tengah pandemi COVID-19.   https://t.co/sehpzIkHjT""	in	[]	['https://jatim.antaranews.com/berita/533865/bupati-hendy-berharap-jatim-fair-jadi-momentum-kebangkitan-ekonomi-jember']	[]	0	0	0	[]	[]	https://twitter.com/antarajatimcom/status/1447266202150060036	False		0								[]				;,,,,,,,,,,";;
"1447137325746589699	1447137325746589699	2021-10-10 16:49:59 SE Asia Standard Time	2021-10-10	16:49:59	+0700	1106947002988818433	axelsusanto_	Axel		napa ga di surabaya aja dah, kan itung2 kembangin ekonomi indonesia timur	in	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/axelsusanto_/status/1447137325746589699	False	https://twitter.com/tempodotco/status/1447012142884876288	0								[]				;,,,,,,,,,,";;
"1447136297752023048	1447136297752023048	2021-10-10 16:45:54 SE Asia Standard Time	2021-10-10	16:45:54	+0700	2392460208	jawapos	Jawa Pos		Pemkot Surabaya Siapkan Skema Gerakkan Ekonomi Pekerja Seni  https://t.co/tYSZ8uFFa8	in	[]	['https://www.jawapos.com/surabaya/10/10/2021/pemkot-surabaya-siapkan-skema-gerakkan-ekonomi-pekerja-seni/']	[]	0	0	0	[]	[]	https://twitter.com/jawapos/status/1447136297752023048	False		0								[]				";,,,,,,,,,,;
"1447111927235293188	1447111927235293188	2021-10-10 15:09:04 SE Asia Standard Time	2021-10-10	15:09:04	+0700	4110696072	memontum_online	Memontum Online		Pemkot Surabaya Siapkan Skema Pemulihan Ekonomi UMKM dan Pekerja Seni  https://t.co/RfyPbTn3Oi	in	[]	['https://memontum.com/155565-pemkot-surabaya-siapkan-skema-pemulihan-ekonomi-umkm-dan-pekerja-seni']	[]	0	0	0	[]	[]	https://twitter.com/memontum_online/status/1447111927235293188	False		0								[]				";,,,,,,,,,,;
"1447108900679938049	1447108900679938049	2021-10-10 14:57:02 SE Asia Standard Time	2021-10-10	14:57:02	+0700	79130206	jpnncom	JPNN.com		Pemerintah Kota Surabaya akan membuat skema untuk menggerakkan ekonomi pekerja seni di wilayah itu. #Surabaya  https://t.co/VfGWtLm5mr	in	[]	['https://m.jpnn.com/news/skema-ini-dibidik-jadi-penggerak-ekonomi-surabaya']	[]	0	0	2	['surabaya']	[]	https://twitter.com/jpnncom/status/1447108900679938049	False		0								[]				";,,,,,,,,,,;
"1447100485043847172	1447100485043847172	2021-10-10 14:23:36 SE Asia Standard Time	2021-10-10	14:23:36	+0700	902837643024539651	medcom_id	MedcomID		Pemkot Surabaya Siap Gerakkan Ekonomi Pekerja Seni  https://t.co/ilY9qeWu4T	in	[]	['https://medcom.id/s/0Kvgye9N']	[]	0	0	1	[]	[]	https://twitter.com/medcom_id/status/1447100485043847172	False		0								[]				";,,,,,,,,,,;
"1447092615715823627	1447092606094036996	2021-10-10 13:52:19 SE Asia Standard Time	2021-10-10	13:52:19	+0700	153407983	pdi_perjuangan	PDI Perjuangan		Adi mengatakan konsentrasi Pemkot Surabaya saat ini adalah percepatan penanganan pandemi Covid-19 dan pemulihan ekonomi. Untuk itu, lanjut dia, keterlibatan ormas di Surabaya sangat dibutuhkan untuk membantu penanganan pandemi.  #PDIPerjuangan  #SolidBergerak	in	[]	[]	[]	1	0	1	['pdiperjuangan', 'solidbergerak']	[]	https://twitter.com/PDI_Perjuangan/status/1447092615715823627	False		0								[]				;,,,,,,,,,,";;
